"ENSEMBL","SYMBOL","CHR","BEST.GWAS.ID","TWAS.P"
"ENSG00000104228","TRIM35",8,"rs9331896","8.11e-01"
"ENSG00000104231","ZFAND1",8,"rs204782","6.38e-01"
"ENSG00000104237","RP1",8,"rs41444144","2.32e-01"
"ENSG00000104267","CA2",8,"rs7016829","1.99e-01"
"ENSG00000104290","FZD3",8,"rs240911","8.29e-01"
"ENSG00000104312","RIPK2",8,"rs17623400","3.46e-01"
"ENSG00000104320","NBN",8,"rs4288425","4.22e-01"
"ENSG00000104324","CPQ",8,"rs17726591","4.73e-01"
"ENSG00000104325","DECR1",8,"rs4288425","8.04e-01"
"ENSG00000104327","CALB1",8,"rs4288425","1.87e-01"
"ENSG00000104331","BPNT2",8,"rs2610024","7.54e-01"
"ENSG00000104341","LAPTM4B",8,"rs17765430","6.22e-01"
"ENSG00000104343","UBE2W",8,"rs6472822","9.11e-01"
"ENSG00000104361","NIPAL2",8,"rs17765430","7.09e-01"
"ENSG00000104365","IKBKB",8,"rs4436107","6.86e-01"
"ENSG00000104368","PLAT",8,"rs7461534","3.91e-01"
"ENSG00000104369","JPH1",8,"rs16938948","8.38e-01"
"ENSG00000104375","STK3",8,"rs35871945","7.09e-01"
"ENSG00000104381","GDAP1",8,"rs16938948","6.96e-01"
"ENSG00000104388","RAB2A",8,"rs2176835","2.59e-01"
"ENSG00000104412","EMC2",8,"rs16877533","4.72e-01"
"ENSG00000104413","ESRP1",8,"rs10808675","5.85e-02"
"ENSG00000104415","CCN4",8,"rs2977552","9.99e-01"
"ENSG00000104419","NDRG1",8,"rs2977552","4.17e-01"
"ENSG00000104442","ARMC1",8,"rs13279063","8.77e-01"
"ENSG00000104450","SPAG1",8,"rs13278465","2.95e-01"
"ENSG00000104472","CHRAC1",8,"rs6578099","3.65e-01"
"ENSG00000104490","NCALD",8,"rs16868516","9.72e-01"
"ENSG00000104497","SNX16",8,"rs204782","5.83e-01"
"ENSG00000104517","UBR5",8,"rs10955282","6.99e-01"
"ENSG00000104518","GSDMD",8,"rs6993938","8.31e-01"
"ENSG00000104522","GFUS",8,"rs6993938","5.09e-01"
"ENSG00000104524","PYCR3",8,"rs6993938","3.63e-01"
"ENSG00000104529","EEF1D",8,"rs6993938","4.77e-01"
"ENSG00000104537","ANXA13",8,"rs2060112","9.84e-01"
"ENSG00000104549","SQLE",8,"rs7835359","5.06e-01"
"ENSG00000104611","SH2D4A",8,"rs4922074","5.27e-01"
"ENSG00000104613","INTS10",8,"rs7001715","6.15e-01"
"ENSG00000104626","ERI1",8,"rs17663095","3.95e-01"
"ENSG00000104643","MTMR9",8,"rs2043507","7.52e-02"
"ENSG00000104660","LEPROTL1",8,"rs16877027","2.11e-01"
"ENSG00000104679","R3HCC1",8,"rs11135686","2.50e-01"
"ENSG00000104689","TNFRSF10A",8,"rs11135686","5.84e-01"
"ENSG00000104691","UBXN8",8,"rs16877027","9.93e-01"
"ENSG00000104714","ERICH1",8,"rs6990438","3.05e-01"
"ENSG00000104723","TUSC3",8,"rs10888107","9.43e-01"
"ENSG00000104728","ARHGEF10",8,"rs2977187","9.42e-02"
"ENSG00000104731","KLHDC4",16,"rs4843268","0.035994"
"ENSG00000104738","MCM4",8,"rs4521758","5.12e-01"
"ENSG00000104756","KCTD9",8,"rs2433105","9.18e-01"
"ENSG00000104760","FGL1",8,"rs17634077","1.81e-01"
"ENSG00000104763","ASAH1",8,"rs17634077","4.75e-01"
"ENSG00000104765","BNIP3L",8,"rs11782159","1.29e-01"
"ENSG00000104774","MAN2B1",19,"rs17001926","0.548196"
"ENSG00000104783","KCNN4",19,"rs397276","0.115487"
"ENSG00000104804","TULP2",19,"rs12975781","0.762652"
"ENSG00000104805","NUCB1",19,"rs12975781","0.386827"
"ENSG00000104808","DHDH",19,"rs12975781","0.377777"
"ENSG00000104812","GYS1",19,"rs12975781","0.787685"
"ENSG00000104814","MAP4K1",19,"rs7259682","0.489566"
"ENSG00000104823","ECH1",19,"rs7259682","0.215521"
"ENSG00000104824","HNRNPL",19,"rs7259682","0.568678"
"ENSG00000104825","NFKBIB",19,"rs7259682","0.585754"
"ENSG00000104826","LHB",19,"rs2878342","0.038265"
"ENSG00000104833","TUBB4A",19,"rs7248911","0.640315"
"ENSG00000104835","SARS2",19,"rs7259682","0.248027"
"ENSG00000104852","SNRNP70",19,"rs8108243","0.698756"
"ENSG00000104853","CLPTM1",19,"rs8111989","0.258898"
"ENSG00000104863","LIN7B",19,"rs8108243","0.290800"
"ENSG00000104866","PPP1R37",19,"rs8111989","0.797554"
"ENSG00000104870","FCGRT",19,"rs8108243","0.003684"
"ENSG00000104872","PIH1D1",19,"rs8108243","0.587819"
"ENSG00000104879","CKM",19,"rs8111989","0.242404"
"ENSG00000104880","ARHGEF18",19,"rs2860172","0.863582"
"ENSG00000104881","PPP1R13L",19,"rs8111989","0.899542"
"ENSG00000104883","PEX11G",19,"rs2860172","0.261452"
"ENSG00000104884","ERCC2",19,"rs8111989","0.529148"
"ENSG00000104886","PLEKHJ1",19,"rs2269879","0.670108"
"ENSG00000104888","SLC17A7",19,"rs8108243","0.353670"
"ENSG00000104889","RNASEH2A",19,"rs17001926","0.473587"
"ENSG00000104892","KLC3",19,"rs8111989","0.356082"
"ENSG00000104894","CD37",19,"rs8108243","0.775675"
"ENSG00000104899","AMH",19,"rs2269879","0.213268"
"ENSG00000104901","DKKL1",19,"rs8108243","0.355146"
"ENSG00000104903","LYL1",19,"rs8104676","0.845241"
"ENSG00000104915","STX10",19,"rs8104676","0.361243"
"ENSG00000104918","RETN",19,"rs8103218","0.814975"
"ENSG00000104921","FCER2",19,"rs8103218","0.791780"
"ENSG00000104936","DMPK",19,"rs8111989","0.396892"
"ENSG00000104938","CLEC4M",19,"rs28133","0.602367"
"ENSG00000104946","TBC1D17",19,"rs8108243","0.262419"
"ENSG00000104951","IL4I1",19,"rs8108243","0.557767"
"ENSG00000104953","TLE6",19,"rs7257291","0.984298"
"ENSG00000104957","YJU2B",19,"rs8104676","0.959273"
"ENSG00000104964","TLE5",19,"rs7257291","0.861959"
"ENSG00000104969","SGTA",19,"rs11150","0.078408"
"ENSG00000104970","KIR3DX1",19,"rs1205322","0.384847"
"ENSG00000104972","LILRB1",19,"rs1205322","0.794504"
"ENSG00000104973","MED25",19,"rs8108243","0.918505"
"ENSG00000104974","LILRA1",19,"rs1205322","0.955758"
"ENSG00000104979","C19orf53",19,"rs8104676","0.547174"
"ENSG00000104980","TIMM44",19,"rs28133","0.532195"
"ENSG00000104983","CCDC61",19,"rs7359899","0.711382"
"ENSG00000104998","IL27RA",19,"rs2420876","0.238954"
"ENSG00000105011","ASF1B",19,"rs2420876","0.895984"
"ENSG00000105048","TNNT1",19,"rs4806471","0.846402"
"ENSG00000105053","VRK3",19,"rs8108243","0.610051"
"ENSG00000105058","FAM32A",19,"rs6512096","0.188510"
"ENSG00000105063","PPP6R1",19,"rs4806471","0.933670"
"ENSG00000105072","C19orf44",19,"rs6512096","0.786391"
"ENSG00000105085","MED26",19,"rs3745341","0.041350"
"ENSG00000105088","OLFM2",19,"rs889122","0.492083"
"ENSG00000105122","RASAL3",19,"rs2018454","0.028397"
"ENSG00000105127","AKAP8",19,"rs7258651","0.728409"
"ENSG00000105131","EPHX3",19,"rs8101893","0.452964"
"ENSG00000105136","ZNF419",19,"rs2014827","0.155665"
"ENSG00000105137","SYDE1",19,"rs8101893","0.312988"
"ENSG00000105146","AURKC",19,"rs4801190","0.762652"
"ENSG00000105171","POP4",19,"rs4804903","0.376696"
"ENSG00000105173","CCNE1",19,"rs4804903","0.000102"
"ENSG00000105176","URI1",19,"rs4804903","0.388137"
"ENSG00000105185","PDCD5",19,"rs4805724","0.966672"
"ENSG00000105186","ANKRD27",19,"rs10410583","0.900240"
"ENSG00000105193","RPS16",19,"rs10401972","0.198560"
"ENSG00000105197","TIMM50",19,"rs10401972","0.440707"
"ENSG00000105202","FBL",19,"rs10401972","0.366929"
"ENSG00000105204","DYRK1B",19,"rs10401972","0.667196"
"ENSG00000105205","CLC",19,"rs10401972","0.314416"
"ENSG00000105219","CCNP",19,"rs10401972","0.151287"
"ENSG00000105220","GPI",19,"rs244773","0.060793"
"ENSG00000105221","AKT2",19,"rs10401972","0.007994"
"ENSG00000105223","PLD3",19,"rs10401972","0.696800"
"ENSG00000105227","PRX",19,"rs10401972","0.145946"
"ENSG00000105229","PIAS4",19,"rs350916","0.560913"
"ENSG00000105245","NUMBL",19,"rs12151243","0.390341"
"ENSG00000105248","YJU2",19,"rs7251000","0.400123"
"ENSG00000105251","SHD",19,"rs7251000","0.640084"
"ENSG00000105254","TBCB",19,"rs2945965","0.225895"
"ENSG00000105255","FSD1",19,"rs7251000","0.975270"
"ENSG00000105258","POLR2I",19,"rs2945965","0.480188"
"ENSG00000105270","CLIP3",19,"rs739453","0.535059"
"ENSG00000105278","ZFR2",19,"rs350916","0.636927"
"ENSG00000105281","SLC1A5",19,"rs7359899","0.781780"
"ENSG00000105287","PRKD2",19,"rs7359899","0.405323"
"ENSG00000105289","TJP3",19,"rs350916","0.917169"
"ENSG00000105290","APLP1",19,"rs12971516","0.861865"
"ENSG00000105298","CACTIN",19,"rs350916","0.964667"
"ENSG00000105321","CCDC9",19,"rs830142","0.718099"
"ENSG00000105323","HNRNPUL1",19,"rs4803464","0.694346"
"ENSG00000105325","FZR1",19,"rs7257291","0.617357"
"ENSG00000105327","BBC3",19,"rs830142","0.243210"
"ENSG00000105329","TGFB1",19,"rs4803464","0.414500"
"ENSG00000105341","DMAC2",19,"rs4803464","0.912364"
"ENSG00000105352","CEACAM4",19,"rs4803464","0.898755"
"ENSG00000105355","PLIN3",19,"rs7251000","0.506745"
"ENSG00000105357","MYH14",19,"rs12974169","0.587819"
"ENSG00000105364","MRPL4",19,"rs889122","0.772772"
"ENSG00000105366","SIGLEC8",19,"rs2167421","0.013728"
"ENSG00000105369","CD79A",19,"rs4803464","0.405409"
"ENSG00000105372","RPS19",19,"rs4803464","0.222551"
"ENSG00000105373","NOP53",19,"rs17304898","0.500311"
"ENSG00000105374","NKG7",19,"rs2167421","0.498258"
"ENSG00000105376","ICAM5",19,"rs889122","0.284970"
"ENSG00000105383","CD33",19,"rs2167421","0.266138"
"ENSG00000105388","CEACAM5",19,"rs4803464","0.983961"
"ENSG00000105393","BABAM1",19,"rs3745341","0.881235"
"ENSG00000105397","TYK2",19,"rs889122","0.988032"
"ENSG00000105398","SULT2A1",19,"rs17304898","0.605985"
"ENSG00000105401","CDC37",19,"rs10415225","0.438931"
"ENSG00000105402","NAPA",19,"rs17304898","0.122094"
"ENSG00000105404","RABAC1",19,"rs7251044","0.093317"
"ENSG00000105409","ATP1A3",19,"rs7251044","0.794864"
"ENSG00000105426","PTPRS",19,"rs11085118","0.906068"
"ENSG00000105427","CNFN",19,"rs7258854","0.853229"
"ENSG00000105429","MEGF8",19,"rs7258854","0.089814"
"ENSG00000105443","CYTH2",19,"rs12975781","0.325759"
"ENSG00000105447","GRWD1",19,"rs12975781","0.198443"
"ENSG00000105464","GRIN2D",19,"rs12975781","0.534400"
"ENSG00000105479","ODAD1",19,"rs12975781","0.715628"
"ENSG00000105483","CARD8",19,"rs17304898","0.947397"
"ENSG00000105486","LIG1",19,"rs17304898","0.109383"
"ENSG00000105492","SIGLEC6",19,"rs2167421","0.561873"
"ENSG00000105497","ZNF175",19,"rs2167421","0.313729"
"ENSG00000105499","PLA2G4C",19,"rs17304898","0.972169"
"ENSG00000105507","CABP5",19,"rs17304898","0.718847"
"ENSG00000105514","RAB3D",19,"rs17243011","0.242807"
"ENSG00000105518","TMEM205",19,"rs17243011","0.979257"
"ENSG00000105519","CAPS",19,"rs2485270","0.679529"
"ENSG00000105520","PLPPR2",19,"rs17243011","0.652710"
"ENSG00000105523","FAM83E",19,"rs12975781","0.345378"
"ENSG00000105538","RASIP1",19,"rs12975781","0.007626"
"ENSG00000105552","BCAT2",19,"rs12975781","0.922726"
"ENSG00000105556","MIER2",19,"rs2305113","0.020990"
"ENSG00000105559","PLEKHA4",19,"rs12975781","0.571040"
"ENSG00000105568","PPP2R1A",19,"rs321929","0.931466"
"ENSG00000105576","TNPO2",19,"rs17001926","0.198654"
"ENSG00000105583","WDR83OS",19,"rs17001926","0.890240"
"ENSG00000105607","GCDH",19,"rs4926244","0.288468"
"ENSG00000105609","LILRB5",19,"rs17305227","0.422258"
"ENSG00000105610","KLF1",19,"rs4926244","0.330057"
"ENSG00000105612","DNASE2",19,"rs4926244","0.361243"
"ENSG00000105613","MAST1",19,"rs4926244","0.275273"
"ENSG00000105617","LENG1",19,"rs17305227","0.891031"
"ENSG00000105618","PRPF31",19,"rs17305227","0.640064"
"ENSG00000105619","TFPT",19,"rs17305227","0.127726"
"ENSG00000105639","JAK3",19,"rs1862145","0.971584"
"ENSG00000105640","RPL18A",19,"rs1862145","0.564163"
"ENSG00000105642","KCNN1",19,"rs1862145","0.270027"
"ENSG00000105643","ARRDC2",19,"rs1862145","0.761128"
"ENSG00000105647","PIK3R2",19,"rs1862145","0.521523"
"ENSG00000105649","RAB3A",19,"rs1862145","0.063596"
"ENSG00000105650","PDE4C",19,"rs7256986","0.262048"
"ENSG00000105656","ELL",19,"rs7256986","0.746695"
"ENSG00000105662","CRTC1",19,"rs7256986","0.417940"
"ENSG00000105664","COMP",19,"rs7256986","0.099672"
"ENSG00000105668","UPK1A",19,"rs3746250","0.082378"
"ENSG00000105669","COPE",19,"rs7256986","0.931466"
"ENSG00000105671","DDX49",19,"rs7256986","0.860294"
"ENSG00000105672","ETV2",19,"rs3746250","0.065692"
"ENSG00000105675","ATP4A",19,"rs1688021","0.141562"
"ENSG00000105676","ARMC6",19,"rs7256986","0.889450"
"ENSG00000105677","TMEM147",19,"rs1688021","0.424721"
"ENSG00000105695","MAG",19,"rs1688021","0.305363"
"ENSG00000105696","TMEM59L",19,"rs7256986","0.908445"
"ENSG00000105697","HAMP",19,"rs1688021","0.013166"
"ENSG00000105699","LSR",19,"rs1688021","0.198182"
"ENSG00000105700","KXD1",19,"rs7256986","0.601120"
"ENSG00000105701","FKBP8",19,"rs7256986","0.970485"
"ENSG00000105705","SUGP1",19,"rs10408395","0.423852"
"ENSG00000105708","ZNF14",19,"rs11666718","0.123560"
"ENSG00000105711","SCN1B",19,"rs1688021","0.608651"
"ENSG00000105722","ERF",19,"rs7258854","0.849309"
"ENSG00000105726","ATP13A1",19,"rs11666718","0.678142"
"ENSG00000105732","ZNF574",19,"rs7258854","0.701720"
"ENSG00000105737","GRIK5",19,"rs7258854","0.300669"
"ENSG00000105750","ZNF85",19,"rs7254995","0.835354"
"ENSG00000105755","ETHE1",19,"rs397276","0.359012"
"ENSG00000105767","CADM4",19,"rs397276","0.845204"
"ENSG00000105771","SMG9",19,"rs397276","0.161513"
"ENSG00000105778","AVL9",7,"rs1817049","0.407670"
"ENSG00000105784","RUNDC3B",7,"rs11981403","0.698016"
"ENSG00000105792","CFAP69",7,"rs17867703","0.646499"
"ENSG00000105793","GTPBP10",7,"rs17867703","0.983550"
"ENSG00000105793","LOC101927446",7,"rs17867703","0.983550"
"ENSG00000105808","RASA4",7,"rs11978670","0.008268"
"ENSG00000105810","CDK6",7,"rs4727283","0.277922"
"ENSG00000105819","PMPCB",7,"rs5025411","0.031926"
"ENSG00000105821","DNAJC2",7,"rs5025411","0.611887"
"ENSG00000105829","BET1",7,"rs2157811","0.998404"
"ENSG00000105849","POLR1F",7,"rs38147","0.150044"
"ENSG00000105851","PIK3CG",7,"rs6969923","0.172847"
"ENSG00000105852","PON3",7,"rs2375006","0.640353"
"ENSG00000105854","PON2",7,"rs2375006","0.635631"
"ENSG00000105855","ITGB8",7,"rs38147","0.182204"
"ENSG00000105856","HBP1",7,"rs6969923","0.506714"
"ENSG00000105865","DUS4L",7,"rs13232692","0.734610"
"ENSG00000105866","SP4",7,"rs17144546","0.476179"
"ENSG00000105875","WDR91",7,"rs10272576","0.210868"
"ENSG00000105877","DNAH11",7,"rs17144546","0.355486"
"ENSG00000105879","CBLL1",7,"rs12531607","0.943713"
"ENSG00000105880","DLX5",7,"rs11979492","0.650413"
"ENSG00000105887","MTPN",7,"rs2696888","0.951006"
"ENSG00000105889","STEAP1B",7,"rs1476686","0.818092"
"ENSG00000105889","LOC401312",7,"rs1476686","0.818092"
"ENSG00000105894","PTN",7,"rs3800605","0.112702"
"ENSG00000105926","PALS2",7,"rs2190436","0.347726"
"ENSG00000105928","GSDME",7,"rs2190436","0.904490"
"ENSG00000105929","ATP6V0A4",7,"rs999228","0.650549"
"ENSG00000105939","ZC3HAV1",7,"rs7798842","0.092375"
"ENSG00000105948","TTC26",7,"rs7798842","0.705050"
"ENSG00000105953","OGDH",7,"rs2908277","0.508038"
"ENSG00000105963","ADAP1",7,"rs7787534","0.138629"
"ENSG00000105967","TFEC",7,"rs10278782","0.225768"
"ENSG00000105968","H2AZ2",7,"rs1294946","0.319250"
"ENSG00000105971","CAV2",7,"rs9641562","0.865010"
"ENSG00000105974","CAV1",7,"rs9641562","0.956138"
"ENSG00000105976","MET",7,"rs9641562","0.423711"
"ENSG00000105982","RNF32",7,"rs7797990","0.442831"
"ENSG00000105983","LMBR1",7,"rs1182392","0.862651"
"ENSG00000105989","WNT2",7,"rs6973399","0.899018"
"ENSG00000105991","HOXA1",7,"rs10951154","0.911301"
"ENSG00000105993","DNAJB6",7,"rs1182392","0.214258"
"ENSG00000105996","HOXA2",7,"rs10951154","0.706080"
"ENSG00000106006","HOXA6",7,"rs10951154","0.215842"
"ENSG00000106009","BRAT1",7,"rs2005394","0.661386"
"ENSG00000106012","IQCE",7,"rs2005394","0.196357"
"ENSG00000106013","ANKRD7",7,"rs778854","0.339578"
"ENSG00000106018","VIPR2",7,"rs2527189","0.877457"
"ENSG00000106025","TSPAN12",7,"rs12706326","0.474609"
"ENSG00000106034","CPED1",7,"rs12706326","0.418160"
"ENSG00000106049","HIBADH",7,"rs12700849","0.601434"
"ENSG00000106052","TAX1BP1",7,"rs12700849","0.524125"
"ENSG00000106066","CPVL",7,"rs12611","0.694648"
"ENSG00000106069","CHN2",7,"rs12611","0.662111"
"ENSG00000106070","GRB10",7,"rs6593185","0.594726"
"ENSG00000106077","ABHD11",7,"rs4717097","0.337668"
"ENSG00000106078","COBL",7,"rs2329730","0.011105"
"ENSG00000106080","FKBP14",7,"rs38403","0.672671"
"ENSG00000106086","PLEKHA8",7,"rs38403","0.463323"
"ENSG00000106089","STX1A",7,"rs4717097","0.547338"
"ENSG00000106100","NOD1",7,"rs7787428","0.233703"
"ENSG00000106113","CRHR2",7,"rs7787428","0.827370"
"ENSG00000106123","EPHB6",7,"rs7800251","0.314907"
"ENSG00000106125","MINDY4",7,"rs7787428","0.004888"
"ENSG00000106128","GHRHR",7,"rs7787428","0.426133"
"ENSG00000106133","NSUN5P2",7,"rs7792924","0.284022"
"ENSG00000106144","CASP2",7,"rs7800251","0.346906"
"ENSG00000106153","CHCHD2",7,"rs7806502","0.881287"
"ENSG00000106178","CCL24",7,"rs1124922","0.961230"
"ENSG00000106211","HSPB1",7,"rs2070804","0.039018"
"ENSG00000106236","NPTX2",7,"rs4526300","0.216459"
"ENSG00000106244","PDAP1",7,"rs12705058","0.591959"
"ENSG00000106245","BUD31",7,"rs12705058","0.662837"
"ENSG00000106246","PTCD1",7,"rs12705058","0.970485"
"ENSG00000106258","CYP3A5",7,"rs12705058","0.762897"
"ENSG00000106261","ZKSCAN1",7,"rs4134909","0.616892"
"ENSG00000106263","EIF3B",7,"rs2005394","0.878398"
"ENSG00000106266","SNX8",7,"rs2005394","0.946582"
"ENSG00000106268","NUDT1",7,"rs2005394","0.314562"
"ENSG00000106278","PTPRZ1",7,"rs1501402","0.654153"
"ENSG00000106290","TAF6",7,"rs11760595","0.407670"
"ENSG00000106299","WASL",7,"rs1860484","0.539694"
"ENSG00000106302","HYAL4",7,"rs1860484","0.052380"
"ENSG00000106305","AIMP2",7,"rs10226253","0.335089"
"ENSG00000106327","TFR2",7,"rs314363","0.579730"
"ENSG00000106330","MOSPD3",7,"rs314363","0.675070"
"ENSG00000106333","PCOLCE",7,"rs314363","0.693604"
"ENSG00000106336","FBXO24",7,"rs314363","0.781012"
"ENSG00000106341","PPP1R17",7,"rs1024536","0.692640"
"ENSG00000106344","RBM28",7,"rs17152065","0.918757"
"ENSG00000106346","USP42",7,"rs10226253","0.554520"
"ENSG00000106348","IMPDH1",7,"rs17152065","0.066951"
"ENSG00000106355","LSM5",7,"rs1817049","0.160617"
"ENSG00000106366","SERPINE1",7,"rs10279545","0.503495"
"ENSG00000106367","AP1S1",7,"rs10279545","0.078130"
"ENSG00000106392","C1GALT1",7,"rs10224717","0.299264"
"ENSG00000106397","PLOD3",7,"rs10279545","0.145669"
"ENSG00000106399","RPA3",7,"rs35795180","0.162562"
"ENSG00000106400","ZNHIT1",7,"rs10279545","0.572347"
"ENSG00000106404","CLDN15",7,"rs10279545","0.600685"
"ENSG00000106415","GLCCI1",7,"rs35795180","0.486364"
"ENSG00000106443","PHF14",7,"rs10245408","0.429707"
"ENSG00000106459","NRF1",7,"rs13246455","0.613096"
"ENSG00000106460","TMEM106B",7,"rs6943159","0.620981"
"ENSG00000106462","EZH2",7,"rs6971115","0.779478"
"ENSG00000106477","CEP41",7,"rs10954277","0.841481"
"ENSG00000106479","ZNF862",7,"rs12535714","0.765209"
"ENSG00000106484","MEST",7,"rs10954277","0.061484"
"ENSG00000106511","MEOX2",7,"rs531653","0.805313"
"ENSG00000106524","ANKMY2",7,"rs6461286","0.855583"
"ENSG00000106526","ACTR3C",7,"rs2373847","0.224384"
"ENSG00000106541","AGR2",7,"rs6461286","0.241471"
"ENSG00000106546","AHR",7,"rs6461286","0.402055"
"ENSG00000106554","CHCHD3",7,"rs10226765","0.808803"
"ENSG00000106560","GIMAP2",7,"rs2373847","0.115260"
"ENSG00000106565","TMEM176B",7,"rs2242141","0.807859"
"ENSG00000106571","GLI3",7,"rs6965425","0.307914"
"ENSG00000106588","PSMA2",7,"rs6977301","0.733955"
"ENSG00000106591","MRPL32",7,"rs6977301","0.039208"
"ENSG00000106603","COA1",7,"rs2908277","0.588158"
"ENSG00000106605","BLVRA",7,"rs2908277","0.505839"
"ENSG00000106608","URGCP",7,"rs2908277","0.163922"
"ENSG00000106609","TMEM248",7,"rs17144722","0.733104"
"ENSG00000106610","STAG3L4",7,"rs4644126","0.803047"
"ENSG00000106610","LINC01372",7,"rs4644126","0.803047"
"ENSG00000106615","RHEB",7,"rs11763061","0.010024"
"ENSG00000106617","PRKAG2",7,"rs11763061","0.466002"
"ENSG00000106624","AEBP1",7,"rs2908277","0.385027"
"ENSG00000106628","POLD2",7,"rs2908277","0.595419"
"ENSG00000106631","MYL7",7,"rs2908277","0.245235"
"ENSG00000106633","GCK",7,"rs2908277","0.526859"
"ENSG00000106635","BCL7B",7,"rs4717097","0.693083"
"ENSG00000106636","YKT6",7,"rs2908277","0.809555"
"ENSG00000106638","TBL2",7,"rs4717097","0.439678"
"ENSG00000106665","CLIP2",7,"rs6968679","0.562589"
"ENSG00000106683","LIMK1",7,"rs6968679","0.200620"
"ENSG00000106686","SPATA6L",9,"rs10974807","0.51009"
"ENSG00000106688","SLC1A1",9,"rs10974807","0.90034"
"ENSG00000106692","FKTN",9,"rs10739908","0.16181"
"ENSG00000106714","CNTNAP3",9,"rs2778209","0.58026"
"ENSG00000106733","NMRK1",9,"rs2095057","0.34615"
"ENSG00000106771","TMEM245",9,"rs1416957","0.38208"
"ENSG00000106772","PRUNE2",9,"rs11145132","0.34947"
"ENSG00000106780","MEGF9",9,"rs872423","0.88276"
"ENSG00000106785","TRIM14",9,"rs7043516","0.71558"
"ENSG00000106789","CORO2A",9,"rs7043516","0.20302"
"ENSG00000106799","TGFBR1",9,"rs7045933","0.59156"
"ENSG00000106804","C5",9,"rs10818500","0.32812"
"ENSG00000106809","OGN",9,"rs12336689","0.85971"
"ENSG00000106823","ECM2",9,"rs12336689","0.64678"
"ENSG00000106829","TLE4",9,"rs17082537","0.76418"
"ENSG00000106852","LHX6",9,"rs12685856","0.59425"
"ENSG00000106853","PTGR1",9,"rs2281790","0.96975"
"ENSG00000106868","SUSD1",9,"rs10981407","0.41157"
"ENSG00000106927","AMBP",9,"rs7855534","0.66211"
"ENSG00000106948","AKNA",9,"rs10982317","0.59473"
"ENSG00000106952","TNFSF8",9,"rs10982317","0.99599"
"ENSG00000106976","DNM1",9,"rs10760503","0.43277"
